beta0,beta1,rho,eta,psi,N,mu_EI,mu_IR,loglik,loglik.se
0.5819207097105533,0.312912150354925,0.9950239019795787,0.3019393827505603,0.643257767630391,9987000.000000017,0.3299999999999994,0.1399999999999991,-1155.0695788151625,0.0254939159871616
0.5325253439004737,0.27336944949598135,0.9885877726020054,0.33515790068139756,0.5551062094513781,9987000.00000003,0.3300000000000001,0.13999999999999965,-1155.1494340626198,0.052465433274315125
0.5549248593521484,0.2731847726616876,0.9793201751378331,0.3324807203165277,0.5389789062493986,9986999.999999978,0.3299999999999999,0.1400000000000004,-1155.3829245758957,0.10731554663051723
0.4229392749032133,0.1965974388628043,0.9952925713660483,0.43999632130312777,0.5744271583421979,9987000.000000002,0.3299999999999999,0.13999999999999987,-1155.3972660053469,0.1352003411237358
0.5362407051804831,0.2713067336611298,0.995316328000675,0.33468992637425377,0.5600583587799915,9987000.000000024,0.3300000000000001,0.1400000000000001,-1155.459927310385,0.08831588072696668
0.43993559110623226,0.21819603816690275,0.9791481111069913,0.4062316888632686,0.6780495670194145,9987000.000000028,0.3299999999999992,0.13999999999999968,-1155.7971525425348,0.05153908315538513
0.5595179175322771,0.2776527135592048,0.9901939944430386,0.3246670975289156,0.6053057932573438,9987000.000000026,0.3299999999999995,0.13999999999999935,-1155.873026905072,0.10950796563214528
0.44709015024134163,0.21593656394369837,0.9966097654873131,0.4104286880387441,0.4997632735934093,9987000,0.33000000000000024,0.14000000000000123,-1155.9146849593749,0.11997334119840081
0.4922961595930414,0.24081248165469843,0.9857372762245165,0.38131394182413214,0.5939866381245018,9987000.000000004,0.3299999999999999,0.14000000000000087,-1156.090502772806,0.018882880825620486
0.5300003478272408,0.25606560039890575,0.9111260824029701,0.350111836911152,0.5901326080219909,9987000.000000007,0.3300000000000007,0.13999999999999987,-1157.8776543733236,0.10142053416202684
0.603096247786918,0.2885214437769044,0.9474722297354776,0.3225357685461005,0.5622056947808852,9987000.00000001,0.32999999999999935,0.13999999999999976,-1157.8931272388888,0.031062574069947932
0.47032089708084684,0.2236196094163441,0.9529304717467677,0.4032236388328144,0.626330371713087,9986999.999999996,0.3299999999999996,0.14000000000000012,-1157.9808481392974,0.023750883230673026
0.48830609483571674,0.24115618044666573,0.980257718086607,0.3717842474597387,0.7162105974851994,9986999.999999987,0.33000000000000057,0.14000000000000018,-1158.0490116228557,0.018116860030007353
0.7172607105159904,0.39123026393865534,0.9565060188900347,0.24683670774216293,0.6796390371535334,9986999.999999993,0.33000000000000007,0.1399999999999998,-1158.115258873022,0.037815082147347426
0.5349319772637013,0.24706358987496188,0.9791680989470046,0.36055569160754597,0.522296306115143,9987000.000000004,0.3300000000000003,0.14000000000000065,-1158.1334477632065,0.19711748696301853
0.7041085031932437,0.35286819119827306,0.9846716652029236,0.27576379379992183,0.5482912661008212,9987000.000000002,0.3299999999999996,0.13999999999999954,-1158.7212708235877,0.019906664834906124
0.4284945729164203,0.21704194904025928,0.9982246338701528,0.42517243189342974,0.6599752069929329,9987000.000000015,0.32999999999999985,0.13999999999999957,-1159.1756953261854,0.016832603872049597
0.48619213772598796,0.2579199994992133,0.9715192050158814,0.3519603260280519,0.7525236173162665,9986999.99999999,0.33000000000000046,0.14,-1159.6939932461264,0.03019351720700618
0.6230593264794407,0.3104955843211044,0.9796173365093722,0.290572759033241,0.6429821001865575,9987000.000000004,0.3300000000000003,0.13999999999999904,-1160.1898205807006,0.11552004077173077
0.7139027460446374,0.3560756760375281,0.9916964612347668,0.2666546826557619,0.6835615069046754,9987000.000000019,0.3299999999999996,0.14000000000000035,-1160.450405780263,0.037722127106599335
0.44464871682542045,0.20783922720372247,0.9597796974587228,0.4377639911908132,0.46184310815417823,9987000.000000011,0.33000000000000074,0.14000000000000037,-1160.48626509052,0.028377354158171934
0.5008826821046546,0.2565528456628434,0.9859551187258121,0.3464623916195905,0.634584531016158,9986999.99999998,0.3300000000000005,0.14000000000000082,-1160.5518994964978,0.10768594385726535
0.41965955431857244,0.19263211121174267,0.9436041035200504,0.4424165940708223,0.5608773275576794,9986999.999999981,0.3300000000000009,0.13999999999999999,-1161.0106521999026,0.2492902397188554
0.5607898194626744,0.25673167982821304,0.9889430584594769,0.3399712038484494,0.5987081898991483,9986999.999999993,0.33000000000000046,0.14000000000000004,-1161.137614440584,0.46841121048832163
0.42704318131690194,0.21536346457469374,0.9630656014553526,0.40703815071657934,0.6028726790875094,9987000,0.3299999999999995,0.13999999999999976,-1161.4171374744715,0.17961907834552432
0.8207768127118139,0.40213824605874,0.9999816610088925,0.2353647461634425,0.5899998110423026,9986999.999999987,0.33000000000000007,0.14000000000000046,-1161.9526764729735,0.298474262096401
0.9017327778224967,0.4797696781694585,0.8877931867080009,0.21319315418810558,0.6574922686801639,9987000.000000013,0.3299999999999993,0.13999999999999974,-1162.1440445903122,0.016288687018488963
0.4498746894745996,0.21552420187744908,0.994402914019395,0.41119096792173454,0.75509586773370585,9987000.000000004,0.3299999999999999,0.13999999999999965,-1162.269734939818,0.016464595269984193
0.6782286356835634,0.3689111716888545,0.966225549472922,0.25381278772627436,0.6932589910780769,9986999.999999993,0.3300000000000017,0.14000000000000012,-1162.2783027271096,0.0745425753532278
0.5302550389579785,0.2464477423470448,0.9423545078083484,0.37492139275189984,0.4550758157419033,9986999.999999994,0.33000000000000024,0.13999999999999985,-1162.4055616941464,0.022184571671009363
0.7732481698671934,0.44658690762842446,0.9783883540054626,0.2346492618129487,0.5826394043132861,9986999.999999989,0.3300000000000009,0.14000000000000096,-1162.9655493674445,0.021942179919054818
0.6623585258643175,0.3248073059985753,0.9953563920936939,0.276093174959457,0.6397920883438968,9987000.00000001,0.330000000000001,0.13999999999999968,-1163.2733729600372,0.23529261439580787
0.6377553460777646,0.34036354089847404,0.9527046678973394,0.27109690086606225,0.6812238109527509,9986999.999999993,0.32999999999999985,0.13999999999999896,-1163.2734653379052,0.10236769528386326
0.5140278508624968,0.28004759457453005,0.9917805617171824,0.3339214402562988,0.5159181942939327,9987000.000000011,0.3300000000000001,0.13999999999999987,-1163.3657347004876,0.09585375471179437
0.5890225042359741,0.2999301855074761,0.9803833584209876,0.3228358569837103,0.6167501982117112,9986999.999999983,0.3299999999999999,0.14000000000000096,-1163.4372155494386,0.02023991998329352
0.80853495576456,0.3847248517168039,0.9290391384217647,0.24939754841964826,0.5387376977144913,9987000.000000007,0.3299999999999987,0.13999999999999949,-1163.958655822652,0.08774002793985373
0.6368272276679456,0.3302840963933918,0.9497106816147673,0.2765023843727881,0.6336058551043873,9986999.999999993,0.33000000000000024,0.1400000000000003,-1163.9707385334518,0.1520880345485284
0.6190687462810288,0.3458197906531444,0.956070254546823,0.2930537184676745,0.5794712468014392,9987000.000000004,0.3299999999999996,0.1400000000000001,-1164.4604090391067,0.02155876951230708
0.5250044918126648,0.24632307619261715,0.9764507290702756,0.3499583256273062,0.6301554388390053,9987000.000000026,0.32999999999999985,0.14000000000000007,-1164.4746898101832,0.19531437401632704
0.5303487537477602,0.2570187174448395,0.9654189007592343,0.36405154646369065,0.6407605834903026,9987000,0.33000000000000046,0.13999999999999974,-1164.535089243307,0.01421546643539666
0.48526476742968044,0.23985215357734418,0.9738071444660328,0.3904757943502865,0.6502048878534362,9986999.999999994,0.33000000000000057,0.1400000000000009,-1164.6896507056815,0.015852489645769057
0.7951160411334446,0.3788587982219998,0.9907407032690461,0.24853498081517947,0.6467229463070767,9986999.999999998,0.33,0.13999999999999957,-1164.7831098042168,0.0643458963893671
0.6963802405629408,0.3995580801404774,0.9552372581018764,0.24766556151665645,0.5395235409602525,9986999.999999965,0.3299999999999995,0.14000000000000015,-1164.9473885268935,0.03132995519240839
0.6337324074421797,0.30520474240018897,0.9988954005219641,0.2909554326239228,0.5840100845411043,9986999.999999994,0.33000000000000046,0.1400000000000005,-1164.9607361537471,0.2422023817603011
0.5463852430994013,0.2782050371484083,0.962310115751406,0.31841857457066125,0.6943190481115078,9986999.999999994,0.33,0.1400000000000001,-1164.9871139081954,0.1216677806385845
0.590539351868358,0.2659707084295092,0.9716229409598247,0.330604945322121,0.6454017903056921,9986999.99999998,0.3299999999999999,0.1400000000000008,-1165.0172302857175,0.060297965732925396
0.6454327573781784,0.34134812273678034,0.9998765708086061,0.2700816055448966,0.5590811387799219,9986999.99999998,0.330000000000001,0.14000000000000026,-1165.2639471258271,0.26927604124270005
0.7995844244987715,0.41264205717659624,0.9638504766462134,0.22570195729773868,0.7075952278066691,9987000.00000002,0.3299999999999995,0.13999999999999982,-1165.342560187612,0.24661677185616301
0.606354256609256,0.27155368635453203,0.997749867085317,0.3243131843895815,0.6335822943576203,9986999.999999978,0.3299999999999997,0.14000000000000035,-1165.6453113120367,0.13686276675952064
0.3920698591235006,0.19928100741480997,0.923797304674139,0.4414804516555749,0.554513333266527,9987000.000000013,0.32999999999999935,0.1399999999999994,-1165.8869842747342,0.13324048402245411
0.6942993321978144,0.33920739959592444,0.9978223104791168,0.2638534842320286,0.6937666369630308,9986999.999999994,0.3300000000000003,0.1400000000000003,-1165.9146456772846,0.195133144708456
0.5015270720145341,0.24263457539914565,0.9870190025040305,0.3547615274638308,0.6585275206304482,9986999.999999998,0.33000000000000035,0.14000000000000046,-1166.0741395468149,0.21423544234747227
0.5108131007731995,0.3036293571626214,0.9967869079238628,0.32082043716072944,0.6453655610458847,9986999.99999996,0.3300000000000008,0.14000000000000032,-1166.4041140144052,0.015289889512858413
0.8501463664736573,0.40867419528401094,0.9717898929150711,0.23207248201295602,0.5429466624637408,9986999.999999987,0.3299999999999995,0.14000000000000032,-1166.498847487059,0.18498986379413832
0.6708235265911076,0.30797654034157185,0.9432837169438018,0.2905119273669788,0.5396206661868,9986999.999999996,0.32999999999999957,0.1399999999999996,-1166.5503582641993,2.2982719657878126
0.617073765626344,0.36199442859818154,0.9754052327300077,0.26768136756305905,0.6325058449967672,9986999.999999994,0.3300000000000009,0.1400000000000008,-1166.9273499456856,0.03121559411058501
0.7054306607879597,0.3700044348603245,0.9700545403212487,0.24899010702329671,0.621301074972011,9987000.000000024,0.3300000000000001,0.1399999999999999,-1167.191229019455,0.18132084907868026
0.4636530903374534,0.2662847905136872,0.9928619720072824,0.35518196586441464,0.5820820001549551,9987000.000000006,0.33000000000000007,0.1399999999999999,-1167.2437987436635,0.025956856105201074
0.5358421788020058,0.27994522419506274,0.9911788484809133,0.32215858941171094,0.5453102400752627,9987000.000000022,0.3299999999999993,0.13999999999999962,-1167.464989224381,0.29694683956864953
0.687207212092552,0.39750438518367975,0.8844474115624316,0.2496724801880114,0.586788051034892,9987000.000000022,0.3299999999999997,0.1399999999999994,-1168.0764888885444,0.029139545718174946
0.5313260702546958,0.22687215837601082,0.9892310632943798,0.38273430833790056,0.5420846130591507,9986999.999999996,0.3300000000000011,0.14000000000000065,-1168.6303555912202,0.1517979551631742
0.5890679305531729,0.311819984841547,0.9818227544864008,0.289227973226354,0.638402904041373,9987000.000000006,0.3299999999999998,0.13999999999999907,-1168.6814392329402,0.40873873612288086
0.6413203328869033,0.2866913044223059,0.9981718993247485,0.3170843848834048,0.6245085030977542,9986999.999999959,0.3300000000000005,0.14000000000000035,-1169.0422875341737,0.0390051800789118
0.7175869785358379,0.3795741648008605,0.9978081774542369,0.2408805450187388,0.6804628175043331,9987000.000000024,0.330000000000001,0.1399999999999998,-1169.229588315799,0.20730175187740482
0.8379866271672323,0.4047769419349173,0.9931597143734593,0.24147243892554157,0.670975399736382,9987000.000000002,0.3299999999999998,0.13999999999999965,-1169.342508569278,0.01869300686120604
0.5017803931809277,0.21984539239202383,0.8499784599840984,0.4113524041381232,0.5888175318452196,9986999.999999985,0.33000000000000057,0.14000000000000057,-1169.543413229865,0.027325569452959643
0.5000631191487779,0.21273148074585063,0.9791093543700511,0.3999401811620138,0.6557547378765838,9987000.000000015,0.33000000000000035,0.13999999999999982,-1169.6592873252605,0.06164084750308959
0.565229877208453,0.24569142512381092,0.9980610230006716,0.36348119138802315,0.5682579318885096,9987000.000000007,0.3299999999999999,0.13999999999999982,-1169.8489311457934,0.020811422799295116
0.5331565989384922,0.23351426784642262,0.973323074688491,0.38561755810710524,0.5742895000236546,9987000.000000015,0.33000000000000024,0.14,-1170.1468115236053,0.03455642537337903
0.7037470476006897,0.33160105124387457,0.9621484575420322,0.2696503867172654,0.578591907636969,9986999.999999987,0.3300000000000007,0.13999999999999976,-1170.1694484949514,0.4884029191496507
0.5437465704168449,0.23035101417349302,0.9325765934632675,0.3782415692030926,0.5981937249498991,9986999.999999983,0.33000000000000074,0.13999999999999985,-1170.3430723365484,0.07957765822003278
0.41023827305574206,0.18350850350820322,0.9797844508072484,0.4911967648747145,0.492023325114898,9987000,0.3299999999999992,0.13999999999999943,-1170.5168687010412,0.02046433601770605
0.8900552268657077,0.5212809961905169,0.893170992129572,0.1939599027216742,0.6071269939912041,9987000.000000011,0.33000000000000007,0.14000000000000007,-1170.8492360636826,0.06682384370685147
0.604206628936273,0.2619974390789308,0.9605549428116389,0.3313364889965501,0.6454441941004786,9986999.999999987,0.3300000000000001,0.13999999999999987,-1171.2288862769904,0.1474385091827822
0.6867984035612187,0.3613000235872279,0.9383780529275317,0.2527300737868179,0.6701760642907864,9986999.999999952,0.3300000000000011,0.14000000000000135,-1171.5240016838388,0.15572462821796285
0.38928344109454444,0.20861924498563972,0.9827751916417107,0.4295129605017559,0.5270565897314156,9987000.000000024,0.3299999999999995,0.13999999999999974,-1172.3017821126662,0.14694140743275483
0.5044947229428395,0.21294692306798135,0.9932147961158343,0.4070989740936835,0.6326916442549676,9987000.000000019,0.3299999999999994,0.13999999999999957,-1172.6931367287325,0.03589702455861687
0.45649996687136085,0.239453579343997,0.9971853895531273,0.3630676756106516,0.6860181486137785,9987000.000000004,0.33000000000000007,0.14000000000000107,-1172.8415076304204,0.3482367482669731
0.4390977731624929,0.1855234343545719,0.9874195049322146,0.4384183540609178,0.6050044457280335,9987000.000000017,0.32999999999999935,0.13999999999999985,-1173.166924883749,3.0865461977177726
0.5252754328696884,0.23737850268779495,0.953723331256532,0.3865473693824285,0.6441227152272998,9987000.000000013,0.3299999999999993,0.13999999999999974,-1173.2747621002673,0.014482754009861014
0.7093504699778121,0.33493614789279963,0.9509406334803158,0.2845049096068795,0.7172597864252076,9986999.99999998,0.3300000000000005,0.14000000000000062,-1173.429038656937,0.010422153724971264
0.38108630098838814,0.19696902936013885,0.9922412438839866,0.43798227092638486,0.6063200373497477,9986999.99999999,0.3299999999999991,0.1399999999999996,-1173.7397700351949,0.17545401312757447
0.713972464916037,0.4100481454702036,0.9865467318098852,0.25783927000135604,0.46805614238965243,9986999.999999998,0.32999999999999957,0.13999999999999999,-1173.942229020835,0.02248084708175449
0.45410834961312674,0.25230302358233947,0.9806496028527318,0.36417883777566473,0.541946049239228,9987000.000000043,0.3299999999999996,0.13999999999999985,-1174.4824990263762,0.07346985479164414
0.5983717137731349,0.2674820946893796,0.9855074710859942,0.31836098041543076,0.656247615500134,9987000.000000011,0.3299999999999997,0.13999999999999957,-1174.783172485472,0.34878686401139575
0.6472681292783504,0.27718526129540877,0.9645098235031271,0.3183435856442037,0.5232741677270901,9987000.000000026,0.3299999999999995,0.13999999999999935,-1174.8090348503956,0.7978376944106234
0.51790922506074,0.2122266100885407,0.9956988727193973,0.40075368448652166,0.562981489296111,9987000,0.32999999999999957,0.13999999999999962,-1175.3129669380105,0.13810736300565377
0.5096428075793834,0.29673621489944235,0.973814630516168,0.3131298455915304,0.6759850967442697,9987000.000000041,0.3299999999999991,0.13999999999999885,-1175.881762884238,0.07678440386612949
0.5308577037492616,0.22883994396382623,0.964565674259589,0.39200657365124925,0.6340238045288749,9986999.999999978,0.3299999999999996,0.14000000000000015,-1176.163589800209,0.030158534060208592
0.6697302869857636,0.3008787684311674,0.9118640531338876,0.31945571498614395,0.5255907141941095,9987000.00000001,0.33,0.1400000000000001,-1176.1725875426057,0.01649143617460863
0.45570291230759213,0.1836735740750585,0.9929010752025003,0.4496559096844804,0.6508221241791081,9986999.99999999,0.3299999999999999,0.1400000000000002,-1176.2708153247443,0.0969167169249394
0.757495953236008,0.38058379092420036,0.9814893019489634,0.23763428923617574,0.5970935510440322,9986999.999999993,0.3299999999999992,0.1400000000000001,-1176.5618559820775,1.1396736293994572
0.7996768168591456,0.36713335802784297,0.9963635357836237,0.2456187600613518,0.5849216085164101,9986999.999999983,0.32999999999999985,0.1400000000000002,-1176.626924972778,1.4602606610121156
0.5303075380824186,0.22826517415488234,0.9567701273983363,0.3939917872011089,0.6343699509059513,9987000.000000007,0.32999999999999985,0.14000000000000065,-1177.2576777471754,0.02076129148760577
0.4655171549922938,0.20212637337392506,0.9958282083996355,0.4404177420795258,0.663568275478798,9986999.99999998,0.32999999999999935,0.14000000000000043,-1178.225579129577,0.012652212749987552
0.7534579247110867,0.3725422618619435,0.9996813987667358,0.23918310209720092,0.6318807025275957,9987000.00000003,0.3299999999999991,0.139999999999999,-1178.7159639838758,2.954965586257261
0.5041802551141541,0.21180733559391604,0.9525884754070119,0.3891554984889977,0.6199159762793652,9987000.000000022,0.3299999999999992,0.13999999999999854,-1178.8163157063236,0.42623431045611637
0.5496929194305314,0.23196655383064016,0.9798117570123753,0.3866104339523533,0.48544169945094895,9986999.999999989,0.33,0.14000000000000068,-1178.8700368098828,0.03573843996457865
0.4534455084714113,0.22000906477378054,0.8581927296151691,0.39458753037326477,0.5079922303226806,9986999.999999983,0.33000000000000135,0.1400000000000006,-1178.9426300600642,2.4940802392046693
0.4694863850780961,0.18825704937018672,0.9747780543117421,0.43780483916671575,0.6883898176043288,9986999.99999999,0.3300000000000008,0.14,-1178.9574557609208,0.21927707639377564
0.47860710516803406,0.19756289259464135,0.9960166426095596,0.41416375743312095,0.5919008196602281,9987000.000000006,0.3299999999999993,0.13999999999999885,-1178.9815411137258,0.24677627175513336
0.6724446694797336,0.2962968260177945,0.9883822831448782,0.2900803848919548,0.6480611873239133,9986999.999999996,0.33000000000000057,0.14000000000000043,-1179.646920121695,0.27205867106381965
0.5198430412279534,0.23046641480191338,0.9711156732919699,0.364615180042689,0.5331772221478588,9987000.00000001,0.32999999999999985,0.1399999999999999,-1179.7903119988766,0.7488226059620684
0.5616157160722662,0.253264087276002,0.9991825323262599,0.32977135654489415,0.6910087720308518,9986999.999999978,0.3300000000000005,0.1400000000000011,-1179.9605925153073,0.5914114369717691
0.4045589269641149,0.21818870863394282,0.9722298948801675,0.4054299805907402,0.5821684518180708,9986999.999999994,0.3299999999999989,0.14000000000000012,-1180.0999711161146,0.20652743450045155
0.35312952670287656,0.20721369982665655,0.9682745882846429,0.45356868788000104,0.5655558699589035,9987000.000000022,0.33000000000000024,0.14,-1180.1571512925273,0.03370854797876821
0.6130137115671401,0.35811003217573106,0.9980263814503355,0.26498926276352214,0.581485596299095,9986999.99999997,0.33000000000000074,0.14000000000000085,-1180.1738781306487,0.13019899699409632
0.5788848957382402,0.23666762476962705,0.9548679429741281,0.370633729386914,0.5953901946477214,9986999.999999978,0.33000000000000035,0.13999999999999982,-1180.368595097044,0.03676981205230496
0.8172964867677962,0.36435874909495897,0.9926513984517065,0.2495424148433048,0.7739641730331376,9986999.999999996,0.3299999999999997,0.14000000000000046,-1181.0171424722137,0.09934309727218403
0.5083268303410504,0.2872734672425054,0.9913329443249195,0.3119626348174238,0.7352783437012544,9986999.999999996,0.33000000000000007,0.14000000000000068,-1181.5643858744006,0.14766396088001596
0.36900739537861316,0.1796119265297128,0.9966503502904757,0.4583690253355952,0.6856284675784947,9987000.000000007,0.3299999999999994,0.14,-1181.9574264159476,0.6743348938982487
0.6813778944620403,0.3684986859327703,0.9772452225561249,0.2481814824418149,0.5883152007576496,9986999.99999998,0.33000000000000146,0.14000000000000054,-1182.183743823025,1.8889364503517008
0.6286795413471072,0.30258850873606785,0.9697673744113006,0.28884514464515276,0.5597576434842177,9987000.000000006,0.33000000000000046,0.13999999999999993,-1182.2628429064,0.2994161190349048
0.5904025125271747,0.2851880621169606,0.9696843970964667,0.30643635541322606,0.5005975897534092,9987000.000000017,0.3299999999999998,0.13999999999999949,-1182.4373889140056,1.482495421400228
0.7707524585477444,0.3372930937335539,0.9296920209447009,0.26534069510496094,0.5673159160323914,9987000.00000004,0.32999999999999896,0.13999999999999885,-1182.4674969338778,0.41039515552178213
0.524369510753375,0.221739341774418,0.9940848501616032,0.4071204025617853,0.4965986182121752,9987000,0.3299999999999996,0.1400000000000002,-1183.2827479206114,0.020403828106069402
0.5682571194673723,0.22586419520060225,0.9215174983293938,0.38734003900665914,0.5430147112302695,9987000.00000001,0.33000000000000024,0.1399999999999998,-1184.755140512706,0.032308963549274074
0.44072309314986996,0.24099150392437146,0.982088065929422,0.37178916846555216,0.5480645503992366,9987000.00000001,0.3299999999999994,0.13999999999999962,-1185.200651640272,0.20433178540826194
0.6996143386993798,0.2940179751573426,0.9908966285315275,0.29727963666371615,0.7670186860018064,9987000.000000006,0.33000000000000046,0.14000000000000015,-1185.5200104433459,0.14522610670882277
0.8897563651707548,0.40307614438754535,0.9449554030033533,0.25031302714995435,0.5432475981487915,9987000.000000004,0.33000000000000007,0.13999999999999935,-1185.525089577624,0.043268501977100825
0.5892620448598963,0.23681239051351907,0.9995646777760719,0.36505398907525066,0.531381251251521,9987000.000000028,0.32999999999999935,0.13999999999999932,-1185.8624867529088,0.10709131508657356
0.7254548874850659,0.3222327037129509,0.9788213761814631,0.29920512574231084,0.6098518126223169,9986999.999999978,0.3300000000000005,0.14000000000000087,-1185.9007109808108,0.014076263373872182
0.49621721722412754,0.19169221404006462,0.9661029132037933,0.42777401539358567,0.6456212455432235,9987000.000000019,0.33000000000000035,0.14000000000000065,-1185.9981777563578,0.2253252700104864
0.5320760202525044,0.3360598023551361,0.995007640717995,0.2975971089168279,0.5867267318644711,9987000.000000006,0.32999999999999935,0.13999999999999954,-1186.1122830790475,0.030293888614675593
0.7771310777617118,0.3614851244893401,0.9710687523080455,0.24581511078844653,0.5801001468714746,9987000.00000003,0.3299999999999997,0.13999999999999987,-1186.224209608435,0.4918045517523653
0.6893947512506858,0.27963378109449905,0.9016464375755574,0.31838267795062547,0.5584898397042801,9986999.999999985,0.3299999999999998,0.14000000000000043,-1186.5230842702429,0.13269272475164334
0.5733419069175437,0.26937304389957645,0.9232260822717021,0.3213994432094253,0.49936852422440964,9986999.999999993,0.33000000000000007,0.14000000000000035,-1186.8417444733293,1.1051947386289775
0.6511853277413381,0.26716401413860474,0.931726394850573,0.3209113751688259,0.5510217074715695,9987000.000000006,0.32999999999999907,0.13999999999999982,-1187.0992541264113,0.7200970564970915
0.6331115141437446,0.25475268466637707,0.996719534204312,0.33201772263060103,0.633577137995589,9987000.000000006,0.32999999999999896,0.14,-1187.7997251825163,0.16270780530626858
0.5269098393419175,0.24399398428265517,0.9648620963478922,0.34296832101124797,0.6003326006572023,9986999.999999998,0.32999999999999957,0.14000000000000037,-1187.8883637448844,1.768053369581375
0.7084122228808648,0.29348013326577854,0.9987700199684957,0.3112705533236793,0.5798315389153523,9986999.99999999,0.330000000000001,0.14,-1188.9498730995501,0.0734945230124943
0.5373899993984311,0.24424098567820085,0.9755085950214569,0.3439900982692871,0.5440420504194126,9987000.000000007,0.33000000000000057,0.13999999999999993,-1189.2054842751068,0.2342285068742449
